stat,stat_type,distance_type,distance
char_time,scalar,abs_diff,5.821030955667823
char_time,scalar,rel_diff,0.12590949455317338
char_time,scalar,rpd,0.06718431910691189
deg_assort,scalar,abs_diff,0.17528650056747996
deg_assort,scalar,rel_diff,3.4783168586136424
deg_assort,scalar,rpd,1.0
frac_giant_ccomp,scalar,abs_diff,-0.03532008830022071
frac_giant_ccomp,scalar,rel_diff,-0.03916768665850669
frac_giant_ccomp,scalar,rpd,-0.01920768307322927
global_ccoeff,scalar,abs_diff,0.010902552082294292
global_ccoeff,scalar,rel_diff,0.01950005205145087
global_ccoeff,scalar,rpd,0.009846025025978672
local_ccoeff,scalar,abs_diff,-0.1676684831999301
local_ccoeff,scalar,rel_diff,-0.5131555193800879
local_ccoeff,scalar,rpd,-0.20418772949899508
mean_degree,scalar,abs_diff,-0.6181015452538645
mean_degree,scalar,rel_diff,-0.02758892501724314
mean_degree,scalar,rpd,-0.013606764505782905
mean_kcore,scalar,abs_diff,-1.0573951434878595
mean_kcore,scalar,rel_diff,-0.07081085076502333
mean_kcore,scalar,rpd,-0.03419474585950888
n_clusters,scalar,abs_diff,0.0
n_clusters,scalar,rel_diff,0.0
n_clusters,scalar,rpd,0.0
n_concomp,scalar,abs_diff,16.0
n_concomp,scalar,rel_diff,0.3902439024390244
n_concomp,scalar,rpd,0.24242424242424243
n_connected_clusters,scalar,abs_diff,0.0
n_connected_clusters,scalar,rel_diff,0.0
n_connected_clusters,scalar,rpd,0.0
n_disconnected_clusters,scalar,abs_diff,0.0
n_disconnected_clusters,scalar,rel_diff,
n_disconnected_clusters,scalar,rpd,0.0
n_edges,scalar,abs_diff,-280.0
n_edges,scalar,rel_diff,-0.02758892501724308
n_edges,scalar,rpd,-0.013606764505782874
n_nodes,scalar,abs_diff,0.0
n_nodes,scalar,rel_diff,0.0
n_nodes,scalar,rpd,0.0
n_outliers,scalar,abs_diff,0.0
n_outliers,scalar,rel_diff,0.0
n_outliers,scalar,rpd,0.0
node_coverage,scalar,abs_diff,0.0
node_coverage,scalar,rel_diff,0.0
node_coverage,scalar,rpd,0.0
node_percolation_random,scalar,abs_diff,0.002104683517779482
node_percolation_random,scalar,rel_diff,0.005550896606678808
node_percolation_random,scalar,rpd,0.0027831728557197117
node_percolation_targeted,scalar,abs_diff,-0.00952687260305346
node_percolation_targeted,scalar,rel_diff,-0.02021868237277353
node_percolation_targeted,scalar,rpd,-0.010008165229432696
pseudo_diameter,scalar,abs_diff,0.0
pseudo_diameter,scalar,rel_diff,0.0
pseudo_diameter,scalar,rpd,0.0
c,distribution,ks,0.03076923076923077
c,distribution,emd,2.476923076923079
cluster_deg_assort,distribution,ks,0.07692307692307693
cluster_deg_assort,distribution,emd,0.02513323869938501
cluster_frac_giant_ccomp,distribution,ks,0.0
cluster_frac_giant_ccomp,distribution,emd,0.0
cluster_global_ccoeff,distribution,ks,0.06153846153846154
cluster_global_ccoeff,distribution,emd,0.028134995251126824
cluster_local_ccoeff,distribution,ks,0.09230769230769231
cluster_local_ccoeff,distribution,emd,0.027543871952271877
cluster_mean_degree,distribution,ks,0.03076923076923077
cluster_mean_degree,distribution,emd,0.07884405293312162
cluster_mean_kcore,distribution,ks,0.046153846153846156
cluster_mean_kcore,distribution,emd,0.2654894120771887
cluster_n_concomp,distribution,ks,0.0
cluster_n_concomp,distribution,emd,0.0
cluster_pseudo_diameter,distribution,ks,0.03076923076923077
cluster_pseudo_diameter,distribution,emd,0.03076923076923077
concomp_sizes,distribution,ks,0.09365853658536585
concomp_sizes,distribution,emd,14.142439024390256
conductance,distribution,ks,0.03076923076923077
conductance,distribution,emd,0.0010244177395256789
degree,distribution,ks,0.013245033112582781
degree,distribution,emd,0.6247240618101562
degree_density,distribution,ks,0.03076923076923077
degree_density,distribution,emd,0.039422026466560824
edge_density,distribution,ks,0.03076923076923077
edge_density,distribution,emd,0.004634561849840858
kcore,distribution,ks,0.08278145695364239
kcore,distribution,emd,1.1456953642384105
local_ccoeff_nodes,distribution,ks,0.24392935982339956
local_ccoeff_nodes,distribution,emd,0.16766848319993014
m,distribution,ks,0.015384615384615385
m,distribution,emd,0.8461538461538458
mincut,distribution,ks,0.03076923076923077
mincut,distribution,emd,0.06153846153846165
mixing_parameter,distribution,ks,0.04525386313465784
mixing_parameter,distribution,emd,0.009614799403754098
modularity,distribution,ks,0.5230769230769231
modularity,distribution,emd,7.543993888560063e-05
n,distribution,ks,0.0
n,distribution,emd,0.0
pagerank,distribution,ks,0.17328918322295805
pagerank,distribution,emd,0.00012956790914428327
c,sequence,l1,161.0
c,sequence,mean_l1,2.476923076923077
c,sequence,l2,52.716221412388805
c,sequence,rmse,6.538642531431593
c,sequence,cosine,3.5817618044609034e-05
cluster_deg_assort,sequence,l1,2.6325878045827054
cluster_deg_assort,sequence,mean_l1,0.04050135083973393
cluster_deg_assort,sequence,l2,0.797009261977558
cluster_deg_assort,sequence,rmse,0.09885683227452731
cluster_deg_assort,sequence,cosine,0.05565303947090794
cluster_frac_giant_ccomp,sequence,l1,0.0
cluster_frac_giant_ccomp,sequence,mean_l1,0.0
cluster_frac_giant_ccomp,sequence,l2,0.0
cluster_frac_giant_ccomp,sequence,rmse,0.0
cluster_frac_giant_ccomp,sequence,cosine,-2.220446049250313e-16
cluster_global_ccoeff,sequence,l1,1.8419612361636013
cluster_global_ccoeff,sequence,mean_l1,0.028337865171747714
cluster_global_ccoeff,sequence,l2,0.6693550193454695
cluster_global_ccoeff,sequence,rmse,0.08302327217046981
cluster_global_ccoeff,sequence,cosine,0.011020789424497357
cluster_local_ccoeff,sequence,l1,1.8335691205184763
cluster_local_ccoeff,sequence,mean_l1,0.02820875570028425
cluster_local_ccoeff,sequence,l2,0.6419411237191609
cluster_local_ccoeff,sequence,rmse,0.07962299690240435
cluster_local_ccoeff,sequence,cosine,0.00945883481121812
cluster_mean_degree,sequence,l1,5.124863440652905
