source,target
555,452
555,871
452,871
240,221
240,633
240,274
240,381
240,817
240,562
221,633
221,274
221,381
697,106
221,817
633,274
633,381
633,817
633,562
274,381
274,817
274,562
381,817
381,562
696,882
696,197
696,99
260,230
696,775
882,197
882,99
882,775
817,562
786,692
786,202
786,581
786,225
786,501
692,202
692,581
692,225
692,501
391,697
221,562
391,836
391,106
391,656
391,666
391,7
391,14
391,640
202,581
202,225
202,501
697,836
697,130
882,815
391,130
697,656
696,815
697,7
697,640
106,14
581,225
581,501
225,501
550,261
836,130
836,656
836,666
836,7
836,14
836,640
697,14
130,106
130,656
106,666
99,775
99,815
197,775
197,815
106,656
130,640
130,14
130,7
130,666
197,99
836,106
260,830
106,7
106,640
656,7
656,14
656,640
196,890
196,875
196,281
666,14
666,640
7,14
7,640
79,335
656,666
14,640
79,561
810,767
663,260
663,830
663,230
663,267
663,416
663,894
663,485
890,875
697,666
890,281
79,711
79,131
402,709
666,7
31,354
260,485
875,281
815,775
830,230
830,267
830,416
830,894
830,485
230,267
230,416
230,894
189,843
230,485
267,894
267,485
335,561
335,711
335,131
416,894
416,485
894,485
561,711
561,131
711,131
694,193
260,894
774,6
774,488
774,39
260,267
160,195
368,398
368,209
376,195
398,209
6,488
6,39
488,39
255,474
255,807
255,56
267,416
169,383
866,180
474,807
474,56
807,56
838,52
188,194
682,904
414,680
435,0
435,190
0,190
189,742
517,842
22,314
160,376
22,464
22,709
265,205
314,402
314,464
314,709
402,464
464,709
73,294
742,843
97,731
109,178
413,143
356,88
201,371
31,892
354,835
354,892
386,241
455,469
468,236
494,546
835,892
275,717
328,66
22,402
328,695
31,835
447,629
134,503
206,471
64,852
66,695
260,416
824,852
101,95
111,853
114,387
146,75
157,475
158,419
159,301
163,798
64,824
2,792
148,734
227,54
548,669
424,608
369,592
319,384
298,664
484,618
278,642
256,677
247,857
245,329
283,784
751,58
196,511
196,855
625,62
197,877
261,183
550,625
550,325
890,855
882,877
325,407
696,877
196,20
550,303
325,728
810,55
728,13
79,708
79,568
79,667
79,829
79,204
79,396
79,443
810,725
810,317
663,537
728,81
260,537
663,799
79,400
260,799
335,568
711,400
230,799
728,129
335,443
335,161
335,667
335,400
267,799
230,537
160,145
830,799
830,537
815,877
767,76
767,487
711,708
875,511
281,855
281,511
281,20
416,537
129,722
775,877
894,537
561,708
561,568
561,851
561,204
855,20
485,537
485,799
81,461
711,667
637,781
711,224
694,164
694,96
193,339
193,415
193,603
193,166
193,432
388,821
388,530
388,285
388,861
388,505
388,700
339,558
339,637
415,349
415,549
415,479
558,42
558,585
603,428
637,888
637,246
637,133
637,57
781,68
888,50
888,434
888,532
160,763
285,693
694,388
285,27
428,305
673,83
166,401
27,336
27,436
27,627
537,799
549,571
107,616
133,490
336,309
42,573
432,825
436,704
490,785
573,673
700,858
349,107
160,366
774,61
774,891
774,646
774,527
131,396
711,204
131,161
131,851
131,568
131,400
858,295
83,885
785,639
131,829
62,597
39,457
169,674
398,315
368,613
368,870
39,58
368,541
376,366
376,522
400,708
400,443
398,730
398,870
398,509
398,613
398,217
667,224
398,185
667,204
209,509
209,217
209,420
209,604
730,441
730,296
708,667
708,851
708,161
870,541
568,851
568,829
568,224
398,60
568,396
398,437
522,145
509,315
366,522
317,103
195,322
195,628
195,29
6,117
509,185
509,441
509,437
6,151
6,751
6,457
366,628
488,151
522,777
488,751
751,86
29,24
29,322
488,496
488,117
145,125
488,457
522,29
488,527
145,763
437,5
437,420
6,527
366,125
39,891
296,604
39,496
441,60
527,891
851,829
851,224
457,646
457,61
457,86
613,5
613,48
255,333
255,617
255,624
255,864
763,777
891,61
441,296
169,90
829,161
829,396
829,443
169,77
169,421
169,235
169,477
169,856
169,223
169,324
169,348
169,141
169,619
441,757
891,58
517,602
745,367
517,377
61,86
61,751
517,380
517,744
517,390
517,208
517,171
527,646
517,451
517,610
517,45
517,118
517,476
517,119
420,48
383,745
160,24
745,51
745,252
745,687
383,678
383,658
368,730
383,544
383,889
383,273
383,249
383,179
383,284
383,345
383,310
77,74
261,442
681,735
838,350
93,405
866,318
866,583
474,333
474,617
474,864
474,720
807,864
807,897
5,823
60,823
60,757
838,896
26,347
838,253
243,876
842,577
842,342
842,502
842,879
842,132
842,409
842,482
842,778
842,373
842,569
188,26
194,239
239,243
838,382
239,364
26,472
333,720
515,510
515,726
49,839
472,94
472,903
472,635
408,886
904,410
408,49
364,174
364,790
364,408
347,738
347,497
347,515
682,651
682,765
682,739
682,685
682,470
682,796
790,234
790,433
790,766
876,168
876,614
56,333
333,617
333,624
333,897
682,72
904,326
117,496
904,332
577,448
904,832
617,624
624,897
602,343
602,902
602,776
602,808
602,850
326,297
326,126
326,214
326,868
617,720
904,621
726,466
77,46
766,559
410,417
701,872
410,846
174,848
510,661
77,207
77,375
77,155
77,844
77,714
410,393
751,151
433,701
726,481
476,359
687,392
263,346
687,173
687,564
119,257
119,226
119,607
252,270
52,379
52,560
180,192
192,242
192,78
192,787
242,263
242,33
263,446
577,422
787,93
904,721
78,881
491,827
476,499
476,238
408,671
476,71
446,59
379,307
379,35
346,893
346,491
263,874
446,600
392,8
577,525
332,596
45,531
45,450
45,512
46,222
46,385
46,737
896,513
896,840
896,10
896,153
896,128
173,167
297,38
297,67
297,887
610,797
342,831
343,622
343,110
343,665
343,299
345,292
126,228
126,63
126,899
253,429
513,89
513,115
228,702
228,528
257,216
429,816
448,634
531,655
216,545
189,833
214,536
214,378
214,676
8,506
8,100
63,524
392,755
51,605
51,681
502,139
167,211
10,869
840,43
451,460
676,670
844,761
765,268
714,82
651,397
575,210
450,595
132,266
450,427
421,649
270,764
270,553
270,575
226,780
797,814
450,699
132,121
797,644
605,789
210,276
222,551
235,21
266,122
266,40
350,623
367,762
525,412
525,44
596,316
634,500
715,508
715,458
121,186
121,69
171,740
171,23
412,516
435,743
435,41
435,746
477,430
477,187
508,654
553,768
553,535
553,845
153,729
739,645
71,811
768,733
179,715
435,863
0,863
684,18
780,231
751,117
189,444
397,657
110,599
208,404
393,277
397,783
0,859
82,135
721,684
685,820
382,659
0,746
742,142
40,589
742,363
316,233
469,492
444,833
859,41
743,859
731,834
363,444
455,771
386,80
190,743
843,363
843,142
468,650
106,366
103,230
10,511
10,875
10,890
10,274
10,767
10,810
10,52
100,745
106,436
103,219
103,416
106,145
104,828
106,751
106,496
106,452
106,555
106,871
106,828
101,727
106,522
106,193
106,858
129,509
106,817
106,85
106,274
106,240
106,381
106,633
106,562
106,581
106,786
106,571
106,57
106,637
106,305
106,246
106,388
106,673
106,479
106,781
106,166
106,693
106,432
106,349
106,628
106,195
106,532
106,704
107,875
107,281
106,821
106,694
106,42
106,50
106,428
106,558
106,434
106,530
106,164
106,888
106,401
107,890
106,573
106,896
106,153
106,816
106,855
106,730
109,501
106,830
106,767
107,196
106,160
107,336
107,479
106,505
108,727
106,27
107,855
107,274
107,817
107,240
107,221
107,633
107,871
107,452
10,107
107,727
107,704
107,694
107,821
107,133
107,530
107,571
107,285
107,785
107,585
107,558
107,428
11,828
117,501
129,522
118,634
118,531
117,487
110,517
110,238
115,855
115,221
115,30
115,816
102,116
118,409
117,692
117,810
118,655
117,767
117,317
117,830
117,799
117,260
117,416
117,58
118,561
117,225
126,335
126,224
126,568
196,274
106,317
126,711
118,45
119,828
119,727
119,744
119,342
119,577
119,644
121,404
121,512
122,517
123,727
125,828
125,727
125,501
125,225
125,274
125,562
125,416
126,842
126,342
118,578
129,628
118,219
126,828
129,777
129,457
128,890
128,221
128,828
129,6
129,527
129,891
129,646
129,496
129,29
129,751
129,7
129,763
129,656
129,391
129,14
129,640
129,562
129,817
129,376
129,160
129,151
129,161
129,398
129,217
109,723
128,196
129,79
129,335
129,711
129,829
129,568
129,851
129,131
129,725
129,810
129,487
129,202
129,692
129,225
129,501
129,828
129,805
129,870
129,437
129,757
129,730
129,60
126,851
106,864
13,7
129,315
129,875
129,452
129,555
129,799
129,663
129,260
129,416
129,485
129,830
129,267
106,13
129,894
13,14
129,13
129,62
13,774
13,891
13,751
117,13
13,58
13,488
13,391
129,169
13,836
13,202
13,767
129,871
13,501
13,640
128,13
13,240
13,562
13,221
13,633
13,274
13,381
13,366
13,195
13,763
125,13
13,628
13,29
13,561
13,667
13,79
13,335
13,400
13,708
13,224
13,225
130,388
13,581
13,786
124,13
13,219
13,727
13,437
13,209
13,555
13,267
13,663
13,230
13,196
13,511
13,77
13,597
13,461
13,62
13,325
13,407
130,488
130,457
130,871
130,452
14,240
130,828
130,271
130,358
130,867
130,628
130,29
130,366
130,195
130,376
130,817
130,240
130,562
130,633
130,274
130,221
130,501
130,786
130,428
130,585
130,83
130,432
130,166
130,27
130,571
130,68
130,164
130,96
130,336
129,368
130,339
133,415
130,767
130,693
130,349
130,785
130,861
130,858
130,530
130,700
130,573
130,50
130,77
107,130
130,673
130,810
130,694
130,57
130,513
130,816
130,281
130,511
130,890
130,196
130,637
130,477
131,871
131,501
14,381
131,452
130,383
130,745
131,496
131,86
131,6
131,488
131,527
131,219
131,647
131,727
131,55
131,663
131,260
131,267
131,230
131,817
131,381
131,633
131,202
131,692
131,225
130,730
133,68
130,799
131,265
133,603
133,817
132,711
132,828
132,780
133,890
133,875
133,511
133,196
133,281
133,704
133,633
133,562
133,27
133,452
133,871
133,555
133,219
133,673
133,166
133,549
133,96
133,221
133,401
14,274
14,366
130,436
131,667
133,42
133,505
133,295
136,828
139,723
139,828
139,343
139,412
139,45
139,516
14,39
14,452
14,219
14,828
14,727
14,763
14,29
14,376
14,522
14,628
14,145
131,555
14,692
160,816
183,613
14,888
14,434
14,501
14,585
14,436
14,700
14,694
14,246
14,27
14,388
14,571
14,50
14,781
14,401
14,305
14,428
14,164
14,57
14,349
14,83
14,530
