source,target
555,452
682,470
682,67
56,897
56,720
333,617
333,864
904,326
904,297
904,228
682,378
904,214
904,18
617,864
602,171
602,599
326,63
326,596
326,721
326,868
326,524
904,397
726,234
682,899
682,316
239,790
239,876
239,168
239,872
239,559
243,49
243,466
243,661
347,472
682,685
364,839
472,510
49,614
515,671
682,904
682,410
682,332
682,126
682,651
682,765
396,443
726,497
77,167
77,551
252,477
252,733
52,379
52,429
52,382
52,560
180,242
180,346
180,600
252,211
180,405
192,33
192,491
242,583
242,827
33,874
33,881
346,893
379,513
476,450
192,318
252,8
119,390
119,110
77,141
168,766
234,481
433,94
410,417
410,38
577,45
577,342
577,448
577,412
577,359
577,40
577,422
577,380
577,831
687,252
687,345
119,343
119,502
119,216
119,409
239,515
194,848
194,635
194,726
383,292
383,553
383,856
383,276
383,761
383,889
383,735
383,845
383,564
383,392
383,506
745,46
745,681
745,421
745,222
745,375
745,605
745,100
745,619
745,674
745,77
296,48
61,58
61,86
169,745
169,687
169,173
169,844
169,179
169,367
169,385
169,658
517,842
517,602
517,119
517,610
517,257
517,531
517,226
517,525
517,231
517,655
517,744
517,23
517,460
745,678
476,516
745,74
866,180
842,476
842,118
842,879
842,634
842,186
842,122
842,373
188,194
188,239
842,577
188,243
188,408
188,886
188,433
188,903
188,174
188,701
188,738
194,347
194,364
188,26
838,816
838,89
838,35
866,192
866,263
866,446
866,59
866,78
866,787
474,807
474,56
474,333
474,617
474,624
474,897
474,720
807,56
807,333
807,617
807,624
807,864
86,58
838,52
838,896
751,117
476,208
476,665
476,589
390,902
402,464
402,709
464,709
535,789
684,645
684,796
73,294
742,843
314,709
742,363
843,444
97,731
97,834
109,178
134,503
201,371
31,354
31,835
31,892
843,142
314,464
314,402
265,205
397,670
0,190
0,743
0,859
0,863
0,41
276,764
404,44
733,310
889,324
110,299
189,742
189,843
189,142
189,363
189,444
189,833
22,314
22,402
22,464
22,709
354,835
397,268
354,892
455,469
157,475
158,419
159,301
163,798
2,792
206,471
227,54
236,650
241,80
148,734
245,329
256,677
278,642
283,784
298,664
319,384
369,592
424,608
484,618
548,669
247,857
146,75
114,387
111,853
455,492
455,771
468,236
494,546
743,746
835,892
859,863
863,41
275,717
328,66
328,695
356,88
378,621
413,143
444,833
447,629
64,824
64,852
66,695
824,852
101,95
386,241
169,383
316,528
739,657
342,780
345,284
345,155
345,544
126,72
126,832
126,684
126,783
253,840
342,121
253,729
513,659
228,277
228,536
257,266
257,404
284,714
284,654
284,737
284,762
513,307
342,132
610,595
610,545
476,776
59,93
392,51
392,715
392,249
392,649
332,676
45,622
45,740
46,270
46,755
46,210
46,82
896,253
896,115
896,128
896,623
173,187
173,90
297,887
610,451
35,10
825,885
35,350
414,680
270,535
450,607
714,21
714,273
72,702
755,430
755,207
307,869
525,699
270,575
634,427
699,500
715,135
121,482
409,850
435,0
435,190
435,743
435,859
435,746
699,644
797,499
676,820
676,739
448,797
448,512
448,71
448,778
448,569
448,808
531,238
531,814
89,153
167,508
502,139
51,223
8,768
8,348
8,458
214,393
214,233
214,846
216,377
216,69
216,811
35,43
829,443
46,235
628,125
79,568
79,667
79,851
79,829
79,161
79,204
79,224
79,396
79,443
79,708
810,767
810,317
810,103
663,260
663,830
663,230
663,267
663,416
663,894
663,485
810,487
79,400
79,131
79,711
625,325
625,62
656,666
656,7
656,14
656,640
196,890
196,875
196,281
196,855
196,511
196,20
666,7
666,14
666,640
7,14
7,640
325,183
14,640
79,335
79,561
663,537
106,640
663,799
728,303
830,485
830,537
830,799
230,267
230,416
230,894
230,485
230,537
230,799
830,894
267,416
267,485
267,537
267,799
335,561
335,711
335,131
335,708
335,568
335,667
267,894
830,416
830,267
830,230
890,875
890,281
890,855
890,511
890,20
62,129
62,722
260,830
260,230
260,267
260,416
260,894
260,485
260,537
260,799
875,281
875,511
767,725
767,55
767,76
815,775
728,407
335,851
106,14
106,666
696,99
696,815
696,775
696,877
882,197
882,99
882,815
882,775
882,877
696,197
817,562
786,202
786,581
786,225
786,501
692,202
692,581
692,225
692,501
391,697
786,692
696,882
381,562
381,817
829,396
555,871
452,871
240,221
240,633
240,274
240,381
240,817
240,562
221,633
221,274
221,381
221,817
221,562
633,274
633,381
633,817
633,562
274,381
274,817
274,562
391,836
106,7
391,130
391,656
836,666
836,7
836,14
836,640
261,81
261,461
261,442
130,106
130,656
836,656
130,666
130,14
130,640
197,99
197,815
197,775
197,877
99,775
99,877
106,656
130,7
836,106
836,130
550,597
391,666
391,7
391,14
391,640
202,581
202,225
202,501
697,836
697,130
697,106
697,656
697,666
697,7
697,14
697,640
581,225
581,501
225,501
550,261
550,625
550,728
391,106
335,829
99,815
335,224
376,322
376,24
400,161
398,209
398,730
398,870
398,437
398,613
398,217
376,777
398,823
209,541
730,870
730,509
730,296
730,5
730,48
730,757
870,420
870,315
209,441
376,29
376,195
368,757
160,522
160,29
160,145
160,763
160,628
160,777
368,398
368,209
368,730
368,509
368,437
368,613
368,441
368,296
368,185
368,315
368,5
368,60
368,604
368,541
368,823
