0,0,496
0,3,27
0,5,1
0,7,13
0,9,39
0,11,10
0,12,8
0,17,5
0,30,1
1,1,310
1,5,3
1,8,5
1,10,10
1,11,13
1,12,11
1,13,10
1,14,2
1,16,48
1,17,92
1,18,9
1,19,1
1,20,19
1,21,17
1,30,59
2,2,2394
2,5,14
2,11,3
2,12,498
2,16,3
2,18,281
2,20,346
2,30,150
3,0,27
3,3,156
3,5,3
3,7,4
3,8,1
3,9,106
3,11,8
3,12,1
3,13,5
3,14,6
3,17,18
3,21,1
4,4,972
5,0,1
5,1,3
5,2,14
5,3,3
5,5,90
5,6,5
5,8,3
5,9,2
5,10,2
5,11,7
5,12,37
5,14,2
5,16,10
5,17,1
5,18,35
5,20,19
5,21,3
5,30,20
6,5,5
6,6,210
6,8,147
6,9,99
6,10,12
6,11,1
6,12,9
6,13,27
6,14,131
6,16,42
6,17,74
6,18,8
6,20,89
6,21,93
6,30,55
7,0,13
7,3,4
7,7,382
7,9,3
7,55,2
8,1,5
8,3,1
8,5,3
8,6,147
8,8,200
8,9,135
8,10,131
8,11,134
8,12,140
8,14,122
8,16,58
8,17,88
8,18,20
8,20,97
8,21,89
8,30,45
9,0,39
9,3,106
9,5,2
9,6,99
9,7,3
9,8,135
9,9,150
9,10,65
9,11,3
9,12,2
9,13,5
9,14,115
9,16,38
9,17,52
9,18,4
9,20,69
9,21,83
9,30,42
9,38,2
9,42,3
9,54,1
9,55,1
10,1,10
10,5,2
10,6,12
10,8,131
10,9,65
10,10,120
10,11,6
10,12,6
10,14,112
10,16,36
10,17,42
10,18,3
10,20,77
10,21,85
10,30,39
11,0,10
11,1,13
11,2,3
11,3,8
11,5,7
11,6,1
11,8,134
11,9,3
11,10,6
11,11,106
11,12,97
11,13,2
11,14,2
11,16,3
11,17,74
11,18,10
11,20,42
11,21,64
11,30,32
12,0,8
12,1,11
12,2,498
12,3,1
12,5,37
12,6,9
12,8,140
12,9,2
12,10,6
12,11,97
12,12,90
12,13,2
12,14,6
12,16,9
12,17,63
12,18,61
12,19,1
12,20,70
12,21,60
12,30,30
13,1,10
13,3,5
13,6,27
13,9,5
13,11,2
13,12,2
13,13,56
13,14,33
13,16,24
13,17,49
13,18,1
13,20,19
13,21,55
13,30,27
13,42,1
14,1,2
14,3,6
14,5,2
14,6,131
14,8,122
14,9,115
14,10,112
14,11,2
14,12,6
14,13,33
14,14,84
14,16,56
14,17,55
14,18,12
14,20,67
14,21,59
14,30,30
15,15,28
16,1,48
16,2,3
16,5,10
16,6,42
16,8,58
16,9,38
16,10,36
16,11,3
16,12,9
16,13,24
16,14,56
16,16,28
16,17,40
16,18,22
16,20,38
16,21,40
16,28,3
16,29,1
16,30,19
16,31,5
17,0,5
17,1,92
17,3,18
17,5,1
17,6,74
17,8,88
17,9,52
17,10,42
17,11,74
17,12,63
17,13,49
17,14,55
17,16,40
17,17,40
17,18,11
17,20,44
17,21,42
17,28,3
17,30,21
17,31,3
17,36,2
17,51,2
18,1,9
18,2,281
18,5,35
18,6,8
18,8,20
18,9,4
18,10,3
18,11,10
18,12,61
18,13,1
18,14,12
18,16,22
18,17,11
18,18,32
18,20,41
18,21,13
18,30,19
19,1,1
19,12,1
19,19,18
20,1,19
20,2,346
20,5,19
20,6,89
20,8,97
20,9,69
20,10,77
20,11,42
20,12,70
20,13,19
20,14,67
20,16,38
20,17,44
20,18,41
20,20,42
20,21,42
20,30,21
20,31,6
20,32,2
20,34,1
20,52,1
21,1,17
21,3,1
21,5,3
21,6,93
21,8,89
21,9,83
21,10,85
21,11,64
21,12,60
21,13,55
21,14,59
21,16,40
21,17,42
21,18,13
21,20,42
21,21,30
21,30,18
21,31,3
21,36,2
21,51,1
22,22,20
23,23,12
24,24,8
25,25,6
26,26,6
27,27,4
27,30,1
28,16,3
28,17,3
28,28,4
29,16,1
29,29,4
30,0,1
30,1,59
30,2,150
30,5,20
30,6,55
30,8,45
30,9,42
30,10,39
30,11,32
30,12,30
30,13,27
30,14,30
30,16,19
30,17,21
30,18,19
30,20,21
30,21,18
30,27,1
30,30,6
30,31,5
30,32,3
30,46,2
31,16,5
31,17,3
31,20,6
31,21,3
31,30,5
31,31,2
32,20,2
32,30,3
32,32,2
33,33,2
34,20,1
34,34,2
35,35,2
36,17,2
36,21,2
36,36,2
37,37,2
38,9,2
38,38,2
39,39,2
40,40,2
41,41,2
42,9,3
42,13,1
42,42,2
43,43,2
44,44,2
45,45,2
46,30,2
46,46,2
47,47,2
48,48,2
49,49,2
50,50,2
51,17,2
51,21,1
51,51,2
52,20,1
52,52,2
53,53,2
54,9,1
54,54,2
55,7,2
55,9,1
55,55,2
56,56,2
57,57,2
58,58,2
59,59,2
60,60,2
61,61,2
62,62,2
63,63,2
64,64,2
