stat,stat_type,distance_type,distance
char_time,scalar,abs_diff,-24.126502992952055
char_time,scalar,rel_diff,-1.4815776311913222
char_time,scalar,rpd,-0.42554777981048714
deg_assort,scalar,abs_diff,-0.061136693377349074
deg_assort,scalar,rel_diff,0.32864041956268025
deg_assort,scalar,rpd,-0.19663058949689918
frac_giant_ccomp,scalar,abs_diff,0.0
frac_giant_ccomp,scalar,rel_diff,0.0
frac_giant_ccomp,scalar,rpd,0.0
global_ccoeff,scalar,abs_diff,-0.16978020562184098
global_ccoeff,scalar,rel_diff,-0.4486543093840323
global_ccoeff,scalar,rpd,-0.1832248462613299
local_ccoeff,scalar,abs_diff,-0.219983321749823
local_ccoeff,scalar,rel_diff,-0.8016147074822275
local_ccoeff,scalar,rpd,-0.2861259634814766
mean_degree,scalar,abs_diff,-0.008830022075056121
mean_degree,scalar,rel_diff,-0.00038369304556358974
mean_degree,scalar,rpd,-0.00019180972475306524
mean_kcore,scalar,abs_diff,-2.0198675496688736
mean_kcore,scalar,rel_diff,-0.14458402465039105
mean_kcore,scalar,rpd,-0.06741821396993809
n_clusters,scalar,abs_diff,0.0
n_clusters,scalar,rel_diff,0.0
n_clusters,scalar,rpd,0.0
n_concomp,scalar,abs_diff,0.0
n_concomp,scalar,rel_diff,0.0
n_concomp,scalar,rpd,0.0
n_connected_clusters,scalar,abs_diff,0.0
n_connected_clusters,scalar,rel_diff,0.0
n_connected_clusters,scalar,rpd,0.0
n_disconnected_clusters,scalar,abs_diff,0.0
n_disconnected_clusters,scalar,rel_diff,
n_disconnected_clusters,scalar,rpd,0.0
n_edges,scalar,abs_diff,-4.0
n_edges,scalar,rel_diff,-0.00038369304556354914
n_edges,scalar,rpd,-0.000191809724753045
n_nodes,scalar,abs_diff,0.0
n_nodes,scalar,rel_diff,0.0
n_nodes,scalar,rpd,0.0
n_outliers,scalar,abs_diff,0.0
n_outliers,scalar,rel_diff,0.0
n_outliers,scalar,rpd,0.0
node_coverage,scalar,abs_diff,0.0
node_coverage,scalar,rel_diff,0.0
node_coverage,scalar,rpd,0.0
node_percolation_random,scalar,abs_diff,0.011789443932771038
node_percolation_random,scalar,rel_diff,0.030319075276350128
node_percolation_random,scalar,rpd,0.01539288668320934
node_percolation_targeted,scalar,abs_diff,-0.0045892236695271316
node_percolation_targeted,scalar,rel_diff,-0.009638609706670964
node_percolation_targeted,scalar,rpd,-0.004796190548945428
